City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,ambovombe,-25.1667,46.0833,19.72,64,89,5.4,MG,1692195355
365,mwene-ditu,-7.0,23.45,31.49,31,75,0.8,CD,1692195355
366,dereli,40.7378,38.4493,26.09,70,0,2.64,TR,1692195356
367,tafuna,-14.3358,-170.72,25.97,89,40,1.54,AS,1692195357
368,igrim,63.1906,64.4162,22.05,58,100,2.07,RU,1692195358
369,sal rei,16.1833,-22.9167,31.11,66,75,5.14,CV,1692195358
370,san fernando,15.0286,120.6898,27.85,87,99,1.04,PH,1692195359
371,new norfolk,-42.7826,147.0587,7.72,89,100,1.25,AU,1692195359
372,karratha,-20.7377,116.8463,21.56,29,0,5.93,AU,1692195360
373,gadzhiyevo,69.2551,33.3362,11.53,96,100,3.45,RU,1692195361
374,luanda,-8.8368,13.2343,24.0,73,0,5.14,AO,1692195129
375,kendari,-3.945,122.4989,23.07,84,25,0.92,ID,1692195096
376,ginir,7.1333,40.7,24.46,37,99,7.19,ET,1692195362
377,puma,-5.0,34.7333,25.25,33,100,3.26,TZ,1692195363
378,estella-lizarra,42.6718,-2.0323,32.96,31,2,2.1,ES,1692195364
379,kavalerovo,44.2661,135.0572,19.97,99,100,1.34,RU,1692195155
380,hazorasp,41.3194,61.0742,31.91,12,0,4.19,UZ,1692195365
381,tari,12.4086,4.4914,33.76,44,57,2.04,NG,1692195365
382,kourou,5.1552,-52.6478,31.03,63,3,3.97,GF,1692195366
383,quellon,-43.1167,-73.6167,9.39,92,100,6.7,CL,1692195367
384,beboto,8.2668,16.939,30.85,61,89,1.91,TD,1692195367
385,enewetak,11.3474,162.3373,28.35,79,92,4.41,MH,1692195368
386,kurchatov,51.6601,35.6521,26.65,43,3,4.82,RU,1692195369
387,patnos,39.2336,42.8634,32.69,8,1,0.23,TR,1692195369
388,chapayevsk,52.9771,49.7086,25.85,50,88,5.12,RU,1692195370
389,korla,41.7597,86.1469,26.05,25,3,1.2,CN,1692195371
390,ulsteinvik,62.3432,5.8487,16.28,84,100,3.13,NO,1692195194
391,essaouira,31.5125,-9.77,33.72,38,0,6.69,MA,1692195372
392,shamsabad,27.0167,78.1333,31.8,56,80,2.67,IN,1692195372
393,palangkaraya,-2.2,113.8333,25.07,78,24,2.02,ID,1692195373
394,newman,37.3138,-121.0208,23.13,78,6,0.45,US,1692195373
395,shabqadar,34.2139,71.5552,35.12,50,17,3.41,PK,1692195374
396,kitakata,37.65,139.8667,23.15,95,11,1.1,JP,1692195374
397,crane,31.3974,-102.3501,28.55,39,13,4.59,US,1692195375
398,mapimi,25.8167,-103.85,22.74,57,6,1.57,MX,1692195376
399,ghat,24.9647,10.1728,38.95,16,58,2.07,LY,1692195376
400,sodra sandby,56.5667,16.6167,24.92,64,65,5.92,SE,1692195377
401,tual,-5.6667,132.75,25.74,81,88,8.13,ID,1692195377
402,suva,-18.1416,178.4415,22.71,94,100,1.54,FJ,1692195378
403,lesosibirsk,58.2358,92.4828,12.7,97,100,2.13,RU,1692195379
404,pangoa,-12.1167,-73.0,26.29,54,0,0.69,PE,1692195379
405,aleg,17.0481,-13.9209,32.34,50,100,5.18,MR,1692195380
406,lautoka,-17.6167,177.4667,22.92,94,75,3.6,FJ,1692195156
407,ouallam,14.3188,2.0866,26.74,72,100,2.35,NE,1692195381
408,skowhegan,44.7651,-69.7192,22.54,77,74,1.9,US,1692195382
409,la palma,33.8464,-118.0467,28.06,93,20,2.06,US,1692195383
410,serenje,-13.2325,30.2352,26.62,21,0,4.21,ZM,1692195383
411,konnern,51.6667,11.7667,28.14,60,96,2.08,DE,1692195384
412,san rafael,-34.6177,-68.3301,14.86,40,0,5.74,AR,1692195188
413,nema,57.5067,50.5011,25.52,50,93,3.46,RU,1692195386
414,zag,46.9441,99.165,10.27,59,0,2.06,MN,1692195387
415,okhotsk,59.3833,143.3,14.08,94,100,2.77,RU,1692195387
416,usogorsk,63.4106,48.6872,25.43,58,45,3.53,RU,1692195388
417,bayanhongor,46.7167,100.1167,7.96,66,0,2.22,MN,1692195389
418,sovetskiy,61.3614,63.5842,23.42,49,90,1.67,RU,1692195390
419,songwa,-3.5167,33.5167,31.37,24,95,3.45,TZ,1692195391
420,yuzhno-kurilsk,44.0306,145.8556,17.7,95,99,4.01,RU,1692195392
421,long beach,33.767,-118.1892,25.52,92,0,3.6,US,1692195327
422,coquimbo,-29.9533,-71.3436,15.32,79,25,2.09,CL,1692195289
423,ardakan,32.31,54.0175,32.99,4,0,6.22,IR,1692195393
424,camacupa,-12.0167,17.4833,31.55,11,0,0.67,AO,1692195394
425,mirny,62.5353,113.9611,15.13,93,57,1.79,RU,1692195395
426,yeed,4.55,43.0333,33.73,26,90,10.16,SO,1692195396
427,conde,-7.2597,-34.9075,27.7,61,75,6.69,BR,1692195341
428,tazacorte,28.629,-17.9293,26.54,65,0,6.17,ES,1692195397
429,el molar,40.7322,-3.5797,33.42,21,0,5.26,ES,1692195398
430,baie-saint-paul,47.4411,-70.4986,23.87,75,100,1.48,CA,1692195348
431,tweed heads,-28.1817,153.547,16.11,88,75,1.54,AU,1692195400
432,maumere,-8.6199,122.2111,25.47,76,87,2.55,ID,1692195400
433,tofol,5.3248,163.0078,28.04,74,43,1.51,FM,1692195401
434,luocheng,29.3848,104.0286,26.25,85,100,1.19,CN,1692195401
435,stawell,-37.05,142.7667,4.34,71,66,2.18,AU,1692195402
436,akrehamn,59.2667,5.1833,16.11,77,75,5.14,NO,1692195403
437,dadukou,26.5479,101.7054,25.91,65,98,1.23,CN,1692195403
438,jonuta,18.0833,-92.1333,26.28,78,95,2.57,MX,1692195404
439,nova vicosa,-17.8919,-39.3719,25.6,65,80,4.88,BR,1692195404
440,mata-utu,-13.2816,-176.1745,27.57,79,16,7.0,WF,1692195405
441,sungai penuh,-2.0833,101.3833,19.19,99,85,0.88,ID,1692195406
442,dampit,-8.2116,112.7493,19.02,96,99,1.75,ID,1692195406
443,volcan,8.7667,-82.6333,21.16,80,100,1.15,PA,1692195412
444,ulimang,7.6242,134.6421,26.23,81,100,3.57,PW,1692195412
445,olyokminsk,60.3736,120.4264,15.01,95,1,1.07,RU,1692195413
446,ziro,27.6333,93.8333,16.86,99,87,0.65,IN,1692195414
447,diego de almagro,-26.3667,-70.05,17.56,44,0,1.43,CL,1692195414
448,dayton,39.7589,-84.1916,22.13,80,0,2.57,US,1692195406
449,salalah,17.0151,54.0924,27.05,94,100,5.14,OM,1692195415
450,wuyang,31.9925,116.2472,26.87,75,35,1.36,CN,1692195416
451,broome,42.2506,-75.833,21.5,91,100,4.12,US,1692195417
452,aracuai,-16.8497,-42.0703,25.72,52,100,2.84,BR,1692195313
453,kirgiz-miyaki,53.6324,54.7979,22.0,63,95,2.0,RU,1692195418
454,sinabang,2.4803,96.3801,26.57,81,100,1.65,ID,1692195418
455,funafuti,-8.5243,179.1942,27.0,89,75,2.06,TV,1692195419
456,canto do buriti,-8.11,-42.9444,31.22,34,6,5.48,BR,1692195343
457,angaur state,6.906,134.13,27.74,80,58,4.11,PW,1692195420
458,broken hill,-31.95,141.4333,12.47,45,83,4.55,AU,1692195421
459,minas de marcona,-15.2119,-75.1103,14.94,72,41,4.79,PE,1692195421
460,callaway,30.153,-85.5699,29.97,72,0,0.45,US,1692195422
461,gilgit,35.9221,74.3087,31.68,31,19,1.9,PK,1692195423
462,bardai,11.65,7.2333,32.44,40,12,3.94,NG,1692195423
463,lira,2.235,32.9097,28.88,36,99,1.35,UG,1692195424
464,smidovich,48.6,133.8167,22.79,82,100,1.39,RU,1692195425
465,kralendijk,12.15,-68.2667,30.99,70,75,5.14,BQ,1692195425
466,sao joao da barra,-21.6403,-41.0511,25.05,75,84,6.29,BR,1692195299
467,weinan,34.5036,109.5089,28.89,51,6,2.69,CN,1692195426
468,kaa-khem,51.6833,94.7333,12.43,72,84,1.78,RU,1692195427
469,inarajan village,13.2736,144.7484,28.54,95,56,1.57,GU,1692195428
470,hurricane,37.1753,-113.2899,25.19,67,43,0.45,US,1692195428
471,sampit,-2.5333,112.95,24.94,84,31,2.29,ID,1692195429
472,polyarnyy,69.1989,33.4478,12.51,95,100,3.12,RU,1692195429
473,tete,-16.1564,33.5867,30.05,37,40,5.14,MZ,1692195430
474,tsarevo,42.1667,27.85,26.26,75,27,6.82,BG,1692195431
475,meadow lake,34.8014,-106.5436,25.38,52,5,1.06,US,1692195431
476,claix,45.1225,5.6748,36.19,39,5,0.89,FR,1692195432
477,palmer,42.1584,-72.3287,20.29,82,100,2.06,US,1692195433
478,tosontsengel,48.7567,98.2839,9.68,42,53,4.37,MN,1692195434
479,puerto leguizamo,-0.1934,-74.7819,25.87,81,40,0.69,CO,1692195434
480,surianwan,25.4667,82.4167,31.96,57,96,1.0,IN,1692195435
481,fort bragg,35.139,-79.006,28.08,59,20,3.6,US,1692195436
482,yashkul',46.1711,45.3435,34.09,23,0,3.3,RU,1692195436
483,tsagan aman,47.5639,46.7218,32.91,23,11,6.37,RU,1692195437
484,sarkand,45.41,79.9186,20.02,35,99,1.63,KZ,1692195437
485,praia da vitoria,38.7333,-27.0667,28.14,69,20,4.31,PT,1692195438
486,nadym,65.5333,72.5167,14.13,64,86,5.33,RU,1692195438
487,qusmuryn,52.4503,64.6311,26.27,35,2,2.8,KZ,1692195439
488,kattivakkam,13.2167,80.3167,31.05,85,64,5.47,IN,1692195440
489,freetown,8.484,-13.2299,28.11,69,100,4.4,SL,1692195440
490,lhuentse,27.6679,91.1839,22.71,97,99,0.43,BT,1692195441
491,barreirinhas,-2.7469,-42.8264,33.12,37,6,3.23,BR,1692195442
492,porto velho,-8.7619,-63.9039,31.03,55,0,1.03,BR,1692195368
493,skagen,57.7209,10.5839,16.58,85,90,9.71,DK,1692195444
494,kyzylorda,44.8528,65.5092,34.01,18,0,2.0,KZ,1692195444
495,gaya,24.7833,85.0,31.95,66,75,0.0,IN,1692195387
496,fuding,27.3273,120.214,24.9,95,8,0.86,CN,1692195446
497,tsiombe,-25.3,45.4833,19.79,59,100,4.39,MG,1692195446
498,chagoda,59.164,35.3285,26.28,41,7,1.75,RU,1692195447
499,carnarvon,-24.8667,113.6333,17.31,62,0,13.37,AU,1692195448
500,madang,-5.2246,145.7966,24.91,92,77,2.11,PG,1692195448
501,revda,56.801,59.9303,21.71,68,100,0.71,RU,1692195449
502,san luis de la loma,17.2706,-100.8939,26.03,87,100,3.48,MX,1692195450
503,mendefera,14.8872,38.8153,20.87,70,98,3.93,ER,1692195450
504,gizo,-8.103,156.8419,26.32,85,74,5.29,SB,1692195451
505,haffouz,35.6324,9.6762,35.57,24,0,4.7,TN,1692195452
506,jayapura,-2.5333,140.7,25.66,90,70,3.2,ID,1692195452
507,salah bey,35.8545,5.2905,36.23,16,21,4.6,DZ,1692195453
508,maxixe,-23.8597,35.3472,21.74,57,82,4.23,MZ,1692195454
509,mount gambier,-37.8333,140.7667,8.01,92,100,2.37,AU,1692195248
510,fortaleza,-3.7227,-38.5247,31.07,42,20,7.2,BR,1692195455
511,danane,7.2596,-8.155,31.78,44,42,1.32,CI,1692195455
512,washington,47.5001,-120.5015,26.22,45,0,2.27,US,1692195193
513,sarila,25.7667,79.6833,31.78,58,40,3.86,IN,1692195456
514,tabas,33.5959,56.9244,35.12,5,0,5.14,IR,1692195457
515,vorkuta,67.5,64.0,17.71,65,91,2.81,RU,1692195458
516,neiafu,-18.65,-173.9833,23.38,78,75,5.14,TO,1692195458
517,morondava,-20.2833,44.2833,24.35,60,0,7.71,MG,1692195459
518,aswan,24.0934,32.907,41.61,17,0,4.63,EG,1692195459
519,bikenibeu village,1.3673,173.1241,28.98,79,40,2.57,KI,1692195460
520,vilyuchinsk,52.9306,158.4028,15.15,83,88,4.14,RU,1692195460
521,pisco,-13.7,-76.2167,19.45,82,100,1.54,PE,1692195461
522,guatire,10.4762,-66.5427,30.11,90,49,1.03,VE,1692195462
523,el alto,-4.2714,-81.2147,23.81,69,46,5.06,PE,1692195462
524,tambacounda,13.7539,-13.7586,30.03,74,75,2.06,SN,1692195463
525,dombarovskiy,50.7587,59.5386,24.56,39,99,5.25,RU,1692195463
526,kristiansund,63.1115,7.732,16.03,72,75,4.63,NO,1692195464
527,kiunga,-6.1219,141.2906,22.21,98,87,1.22,PG,1692195465
528,timbiqui,2.7717,-77.6654,26.49,84,19,1.07,CO,1692195465
529,kingsville,27.5159,-97.8561,30.59,74,20,2.06,US,1692195466
530,ponta delgada,37.7333,-25.6667,25.4,78,20,5.14,PT,1692195466
531,guangyuan,32.442,105.823,25.64,84,68,0.81,CN,1692195467
532,uruacu,-14.5247,-49.1408,29.62,31,93,4.78,BR,1692195467
533,kete krachi,7.7939,-0.0498,28.89,68,74,0.41,GH,1692195468
534,riverton,40.5219,-111.9391,26.19,59,0,3.58,US,1692195410
535,sterlitamak,53.6246,55.9502,27.25,34,100,3.98,RU,1692195286
536,zaozersk,69.4005,32.4476,10.73,98,100,5.1,RU,1692195469
537,muynoq,43.7683,59.0214,31.75,17,27,4.24,UZ,1692195470
538,guider,9.9342,13.9486,34.25,44,92,2.73,CM,1692195471
539,bonthe,7.5264,-12.505,27.78,69,100,5.07,SL,1692195471
540,morant bay,17.8815,-76.4093,32.06,71,38,3.79,JM,1692195472
541,malvan,16.0667,73.4667,26.76,83,70,4.22,IN,1692195472
542,sangueya,10.7,-14.3667,25.72,91,100,3.39,GN,1692195473
543,saint-pierre,-21.3393,55.4781,23.82,69,75,2.06,RE,1692195474
544,kagal,16.5833,74.3167,23.22,84,67,4.04,IN,1692195474
545,prado,-17.3411,-39.2208,23.83,79,90,4.45,BR,1692195475
546,pedernales,18.0384,-71.744,30.34,64,4,2.59,DO,1692195475
547,kaitong,44.8135,123.15,24.22,77,16,2.06,CN,1692195476
548,oranjemund,-28.55,16.4333,14.59,69,8,5.11,NA,1692195477
549,qamdo,31.1667,97.2333,13.81,54,100,1.05,CN,1692195477
550,longgang,37.6508,120.3286,26.24,74,1,2.98,CN,1692195478
551,marsh harbour,26.5412,-77.0636,29.53,73,100,5.82,BS,1692195478
552,nakambala,-15.8324,27.7799,29.12,16,0,5.01,ZM,1692195479
553,boone,39.0334,-92.3335,22.59,80,9,2.01,US,1692195479
554,maintirano,-18.0667,44.0167,25.2,57,0,7.47,MG,1692195480
555,manati,18.4275,-66.4921,32.7,80,39,6.7,PR,1692195480
556,tucuma,-0.1833,-50.05,32.04,50,8,2.77,BR,1692195481
557,san jose de jachal,-30.2406,-68.7469,22.35,12,0,2.37,AR,1692195482
558,debre mark'os,10.35,37.7333,16.54,83,100,2.94,ET,1692195482
559,san ignacio,17.1561,-89.0714,27.08,83,75,0.0,BZ,1692195483
560,collie,-33.3667,116.15,9.02,75,63,1.56,AU,1692195484
561,novaya mayna,54.15,49.75,21.02,79,100,2.57,RU,1692195484
562,cabot,34.9745,-92.0165,24.34,75,0,2.57,US,1692195486
